animal_event_id,group_event_id,animal_id,group_id,date,training_day,event_time,event_type,audio_cue,pulse_delivered,audio_only,previous_direct_exposures,initiator_id,data_complete
AE00621,GE0274,C025,G3,2026-09-07,7,16:14:59,Social,0,0,,,C033,1
AE00622,GE0274,C035,G3,2026-09-07,7,16:14:59,Social,0,0,,,C033,1
AE00623,GE0275,C038,G4,2026-09-07,7,07:18:31,Direct,1,1,0,5,C038,1
AE00632,GE0279,C038,G4,2026-09-07,7,06:44:21,Direct,1,0,1,6,C038,1
AE00642,GE0283,C038,G4,2026-09-07,7,18:25:33,Direct,1,0,1,7,C038,1
AE00656,GE0291,C038,G4,2026-09-07,7,15:27:14,Direct,1,0,1,8,C038,1
AE00624,GE0275,C039,G4,2026-09-07,7,07:18:31,Social,0,0,,,C038,1
AE00633,GE0279,C039,G4,2026-09-07,7,06:44:21,Social,0,0,,,C038,1
AE00646,GE0285,C039,G4,2026-09-07,7,17:28:26,Direct,1,0,1,4,C039,1
AE00650,GE0287,C039,G4,2026-09-07,7,08:58:56,Social,0,0,,,C041,1
AE00652,GE0288,C039,G4,2026-09-07,7,13:42:10,Social,0,0,,,C045,1
AE00625,GE0275,C041,G4,2026-09-07,7,07:18:31,Social,0,0,,,C038,1
AE00638,GE0280,C041,G4,2026-09-07,7,06:20:34,Social,0,0,,,C048,1
AE00649,GE0287,C041,G4,2026-09-07,7,08:58:56,Direct,1,0,1,1,C041,1
AE00626,GE0276,C045,G4,2026-09-07,7,13:54:24,Direct,1,0,1,3,C045,1
AE00627,GE0277,C045,G4,2026-09-07,7,17:46:06,Direct,1,0,1,4,C045,1
AE00651,GE0288,C045,G4,2026-09-07,7,13:42:10,Direct,1,0,1,5,C045,1
AE00653,GE0289,C045,G4,2026-09-07,7,13:21:54,Direct,1,0,1,6,C045,1
AE00654,GE0290,C045,G4,2026-09-07,7,10:37:16,Direct,1,0,1,7,C045,1
AE00657,GE0291,C045,G4,2026-09-07,7,15:27:14,Social,0,0,,,C038,1
AE00628,GE0278,C046,G4,2026-09-07,7,18:38:27,Direct,1,0,1,3,C046,1
AE00641,GE0282,C046,G4,2026-09-07,7,16:34:03,Direct,1,0,1,4,C046,1
AE00647,GE0286,C046,G4,2026-09-07,7,14:42:04,Direct,1,1,0,5,C046,1
AE00655,GE0290,C046,G4,2026-09-07,7,10:37:16,Social,0,0,,,C045,1
AE00629,GE0278,C040,G4,2026-09-07,7,18:38:27,Social,0,0,,,C046,1
AE00637,GE0280,C040,G4,2026-09-07,7,06:20:34,Social,0,0,,,C048,1
AE00630,GE0278,C043,G4,2026-09-07,7,18:38:27,Social,0,0,,,C046,1
AE00644,GE0284,C043,G4,2026-09-07,7,13:23:26,Direct,1,0,1,2,C043,1
AE00648,GE0286,C043,G4,2026-09-07,7,14:42:04,Social,0,0,,,C046,1
AE00631,GE0278,C047,G4,2026-09-07,7,18:38:27,Social,0,0,,,C046,1
AE00639,GE0280,C047,G4,2026-09-07,7,06:20:34,Social,0,0,,,C048,1
AE00658,GE0291,C047,G4,2026-09-07,7,15:27:14,Social,0,0,,,C038,1
AE00634,GE0279,C042,G4,2026-09-07,7,06:44:21,Social,0,0,,,C038,1
AE00640,GE0281,C042,G4,2026-09-07,7,16:54:14,Direct,1,1,0,1,C042,1
AE00643,GE0283,C042,G4,2026-09-07,7,18:25:33,Social,0,0,,,C038,1
AE00635,GE0280,C048,G4,2026-09-07,7,06:20:34,Direct,1,0,1,1,C048,1
AE00645,GE0284,C048,G4,2026-09-07,7,13:23:26,Social,0,0,,,C043,1
AE00636,GE0280,C037,G4,2026-09-07,7,06:20:34,Social,0,0,,,C048,1
AE00659,GE0292,C049,G5,2026-09-07,7,14:34:07,Direct,1,0,1,0,C049,1
AE00668,GE0296,C049,G5,2026-09-07,7,16:10:22,Social,0,0,,,C059,1
AE00660,GE0293,C053,G5,2026-09-07,7,12:56:52,Direct,1,0,1,12,C053,1
AE00664,GE0294,C053,G5,2026-09-07,7,10:48:27,Social,0,0,,,C052,1
AE00677,GE0300,C053,G5,2026-09-07,7,16:11:40,Social,0,0,,,C054,1
AE00661,GE0293,C056,G5,2026-09-07,7,12:56:52,Social,0,0,,,C053,1
AE00665,GE0295,C056,G5,2026-09-07,7,10:40:25,Direct,1,1,0,0,C056,1
AE00669,GE0296,C056,G5,2026-09-07,7,16:10:22,Social,0,0,,,C059,1
AE00682,GE0302,C060,G5,2026-09-07,7,10:01:11,Social,0,0,,,C052,0
AE00663,GE0294,C052,G5,2026-09-07,7,10:48:27,Direct,1,0,1,2,C052,1
AE00675,GE0299,C052,G5,2026-09-07,7,15:51:55,Social,0,0,,,C051,1
AE00681,GE0302,C052,G5,2026-09-07,7,10:01:11,Direct,1,0,1,3,C052,1
AE00666,GE0295,C050,G5,2026-09-07,7,10:40:25,Social,0,0,,,C056,1
AE00674,GE0299,C050,G5,2026-09-07,7,15:51:55,Social,0,0,,,C051,1
AE00667,GE0296,C059,G5,2026-09-07,7,16:10:22,Direct,1,0,1,4,C059,1
AE00671,GE0297,C059,G5,2026-09-07,7,17:01:48,Social,0,0,,,C051,1
AE00680,GE0301,C059,G5,2026-09-07,7,12:21:23,Social,0,0,,,C057,1
AE00670,GE0297,C051,G5,2026-09-07,7,17:01:48,Direct,1,0,1,7,C051,1
AE00673,GE0299,C051,G5,2026-09-07,7,15:51:55,Direct,1,0,1,8,C051,1
AE00672,GE0298,C054,G5,2026-09-07,7,13:07:49,Direct,1,0,1,4,C054,1
AE00676,GE0300,C054,G5,2026-09-07,7,16:11:40,Direct,1,0,1,5,C054,1
AE00678,GE0301,C057,G5,2026-09-07,7,12:21:23,Direct,1,0,1,10,C057,1
AE00679,GE0301,C058,G5,2026-09-07,7,12:21:23,Social,0,0,,,C057,1
AE00683,GE0303,C066,G6,2026-09-07,7,11:09:05,Direct,1,1,0,2,C066,1
AE00692,GE0305,C066,G6,2026-09-07,7,13:28:57,Direct,1,1,0,3,C066,1
AE00695,GE0306,C066,G6,2026-09-07,7,17:49:43,Social,0,0,,,C068,1
AE00684,GE0303,C063,G6,2026-09-07,7,11:09:05,Social,0,0,,,C066,1
AE00698,GE0307,C063,G6,2026-09-07,7,13:38:16,Social,0,0,,,C069,1
AE00685,GE0303,C065,G6,2026-09-07,7,11:09:05,Social,0,0,,,C066,1
AE00687,GE0304,C065,G6,2026-09-07,7,10:22:49,Direct,1,0,1,2,C065,1
AE00686,GE0303,C067,G6,2026-09-07,7,11:09:05,Social,0,0,,,C066,1
AE00689,GE0304,C067,G6,2026-09-07,7,10:22:49,Social,0,0,,,C065,1
AE00696,GE0306,C067,G6,2026-09-07,7,17:49:43,Social,0,0,,,C068,1
AE00688,GE0304,C062,G6,2026-09-07,7,10:22:49,Social,0,0,,,C065,1
AE00701,GE0309,C062,G6,2026-09-07,7,09:00:16,Direct,1,1,0,1,C062,1
AE00690,GE0304,C068,G6,2026-09-07,7,10:22:49,Social,0,0,,,C065,1
AE00694,GE0306,C068,G6,2026-09-07,7,17:49:43,Direct,1,0,1,0,C068,1
AE00699,GE0307,C068,G6,2026-09-07,7,13:38:16,Social,0,0,,,C069,1
AE00691,GE0304,C072,G6,2026-09-07,7,10:22:49,Social,0,0,,,C065,1
AE00693,GE0305,C070,G6,2026-09-07,7,13:28:57,Social,0,0,,,C066,1
AE00697,GE0307,C069,G6,2026-09-07,7,13:38:16,Direct,1,0,1,11,C069,1
AE00700,GE0308,C071,G6,2026-09-07,7,10:35:41,Direct,1,0,1,19,C071,1
